generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,cached_evaluations,evaluated_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max
57,16.508080618722097,14.285714285714285,16.508080618722097,16.508080618722097,13.416470380391731,0,1,143.5128377750516,627,15.656241229490876,"[0.0, 16.508080618722097]",4,44,48,0,48,0,48,0,195.00521592343725,16051.327474296866,9024,740133,18.404662100000678,946.2706457000004,5.178571428571428,6.4649498462677,6.4649498462677,6.2070064389615665,4.062608665071609,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,5.178571428571428,3.809058751375275,8.571428571428571,11.428571428571429,14.285714285714285,2.8929247174944197,3.162039075578962,3.733442851475307,4.515963963099888,6.4649498462677,3.983028060259705,8.92697811126709,13.296779087611613,16.508080618722097,2.8929247174944197,3.162039075578962,3.733442851475307,4.515963963099888,6.4649498462677,3.983028060259705,8.92697811126709,13.296779087611613,16.508080618722097,1.7340322499456633,2.011707565009733,2.4144501186418355,3.04970411341756,4.062608665071609,2.4988658193882443,4.646308929588429,7.657712986758592,13.416470380391731,20.4384191557765,22.93119685277343,28.523145793005824,38.138986848294735,55.93714579862232,38.249699624957536,79.73437086306512,131.12744964659214,147.74904807657003,2.7779962369659974,3.016395639295157,3.583916492194704,4.307683529783759,6.2070064389615665,3.8371953105311056,8.657244173425454,12.843531800362705,15.656241229490876,2.8929247174944197,3.162039075578962,3.733442851475307,4.515963963099888,6.4649498462677,3.983028060259705,8.92697811126709,13.296779087611613,16.508080618722097,77.0,92.7,108.75,141.5,188.0,116.49374089051594,214.75,354.3000000000004,627.0
58,16.508080618722097,14.285714285714285,16.508080618722097,16.508080618722097,13.416470380391731,0,1,143.5128377750516,627,15.656241229490876,"[0.0, 16.508080618722097]",4,44,48,0,47,1,47,1,249.78835289236736,16301.115827189233,11601,751734,15.66281699999945,962.1958107999999,5.714285714285714,7.110541718346731,7.110541718346731,6.7801338441504795,5.203924018590986,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,4.285714285714286,8.571428571428571,14.285714285714285,14.285714285714285,2.3931448800223216,3.1974765232631137,3.912815366472517,4.6973419189453125,7.110541718346731,4.460174673198145,9.22489779336112,15.718960353306363,16.508080618722097,2.3931448800223216,3.1974765232631137,3.912815366472517,4.6973419189453125,7.110541718346731,4.460174673198145,9.22489779336112,15.718960353306363,16.508080618722097,1.7810387464835018,2.167373953832057,2.433384050843692,3.1452664478834915,5.203924018590986,6.40707348468367,5.084609744326857,9.303834443707725,45.00305613157796,10.834698672260856,23.340462448447944,30.33825240470469,39.924597188830376,61.898124567612435,42.38052442875618,81.55793123319745,132.78881346061826,159.83567073196173,2.074876565194859,2.916428433568865,3.6846335713028306,4.411102079701884,6.7801338441504795,4.3351903393581805,8.916002494397611,15.136333026804856,15.656241229490876,2.3931448800223216,3.1974765232631137,3.912815366472517,4.6973419189453125,7.110541718346731,4.460174673198145,9.22489779336112,15.718960353306363,16.508080618722097,85.0,101.1,113.5,143.5,241.6875,295.0584092069738,240.75,432.5,2071.0
59,16.508080618722097,14.285714285714285,16.508080618722097,16.508080618722097,13.416470380391731,0,1,143.5128377750516,627,15.656241229490876,"[0.0, 16.508080618722097]",4,44,48,0,48,0,48,0,196.7715350415992,16497.88736223083,9081,760815,9.23732310000014,972.0408654000003,4.761904761904762,5.964291266032628,5.964291266032628,5.704011457776544,4.099406980033317,0.0,2.857142857142857,2.857142857142857,2.857142857142857,4.761904761904762,3.6576884513660035,5.714285714285714,9.428571428571441,14.285714285714285,2.5033351353236606,3.1779763357979913,3.4555435180664062,4.185586656842913,5.964291266032628,3.8789736146419145,7.2042131423950195,11.551333563668399,16.508080618722097,2.5033351353236606,3.1779763357979913,3.4555435180664062,4.185586656842913,5.964291266032628,3.8789736146419145,7.2042131423950195,11.551333563668399,16.508080618722097,1.8648759685855565,1.9337395266302362,2.3872976737537814,3.0211748106218135,4.099406980033317,3.0174738929718976,4.218537996974015,8.21194258664828,14.11268752999968,17.655669167637825,23.13408741429448,25.780390068888664,33.867903500795364,50.59971440086762,36.30972847833989,71.97557399235666,112.83546097725635,147.74904807657003,2.3812760942158384,3.036112999144898,3.329147482566965,4.027071554073051,5.704011457776544,3.718398121080716,6.928468299315514,10.939131804661999,15.656241229490876,2.5033351353236606,3.1779763357979913,3.4555435180664062,4.185586656842913,5.964291266032628,3.8789736146419145,7.2042131423950195,11.551333563668399,16.508080618722097,84.0,90.7,106.5,136.5,189.1875,140.23501943909494,193.5,377.1000000000003,648.0
60,16.508080618722097,14.285714285714285,16.508080618722097,16.508080618722097,13.416470380391731,0,1,143.5128377750516,627,15.656241229490876,"[0.0, 16.508080618722097]",4,44,48,0,47,1,47,1,243.50788232233975,16741.395244553172,11286,772101,17.595978899999864,990.2116575,5.238095238095238,6.674271027247111,6.674271027247111,6.352170653804862,5.073080881715412,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.238095238095238,4.259177099999599,5.714285714285714,14.285714285714285,14.285714285714285,2.759955269949777,3.223527635846819,3.442694800240653,4.8165130615234375,6.674271027247111,4.299336481922343,7.787823677062988,15.174752916608542,16.508080618722097,2.759955269949777,3.223527635846819,3.442694800240653,4.8165130615234375,6.674271027247111,4.299336481922343,7.787823677062988,15.174752916608542,16.508080618722097,1.6158184152338335,2.0151136034469643,2.401717545620375,3.002284975486934,5.073080881715412,6.407195574387645,5.806290983420793,9.292105703674379,45.006495921094384,19.522383987903595,23.65894273929298,25.755308570340276,39.990131348371506,57.465555541328435,39.78127028778356,74.59622943215072,132.78881346061826,147.74904807657003,2.607950082088588,3.0658279478274735,3.2694381037094713,4.641353572807365,6.352170653804862,4.064916832811694,7.515708241869547,14.371191457469,15.656241229490876,2.759955269949777,3.223527635846819,3.442694800240653,4.8165130615234375,6.674271027247111,4.299336481922343,7.787823677062988,15.174752916608542,16.508080618722097,73.0,92.4,110.75,142.0,235.125,298.20376318048034,269.0,420.0,2095.0
61,16.508080618722097,14.285714285714285,16.508080618722097,16.508080618722097,13.416470380391731,0,1,143.5128377750516,627,15.656241229490876,"[0.0, 16.508080618722097]",4,44,48,0,48,0,48,0,182.2746528997701,16923.669897452943,8399,780500,11.797779000000446,1002.5600172000004,4.404761904761904,5.897185064497447,5.897185064497447,5.656081026270239,3.7973886020785437,0.0,2.0000000000000004,2.857142857142857,2.857142857142857,4.404761904761904,3.9537433108132407,3.5714285714285716,12.285714285714297,14.285714285714285,2.684783935546875,2.8763367789132257,3.2381875174386163,4.338978358677455,5.897185064497447,4.029912122768353,5.829648971557616,13.55114037649973,16.508080618722097,2.684783935546875,2.8763367789132257,3.2381875174386163,4.338978358677455,5.897185064497447,4.029912122768353,5.829648971557616,13.55114037649973,16.508080618722097,1.7557968139396998,1.9208960434356153,2.11942935282991,3.024978293699662,3.7973886020785437,2.5641690511196527,4.083197876805809,7.612203151157903,13.416470380391731,18.91509521007538,20.66667434722185,23.646741829812527,35.1717321947217,49.49320544310225,37.17990650050227,52.93760587461293,120.037457484752,147.74904807657003,2.557630180335436,2.757663838386948,3.1120086887837672,4.165444031808409,5.656081026270239,3.880890738086516,5.631002919638762,13.067825890711926,15.656241229490876,2.684783935546875,2.8763367789132257,3.2381875174386163,4.338978358677455,5.897185064497447,4.029912122768353,5.829648971557616,13.55114037649973,16.508080618722097,80.0,86.7,96.75,138.0,174.97916666666666,118.45577402265184,182.25,344.30000000000007,627.0
62,16.508080618722097,14.285714285714285,16.508080618722097,16.508080618722097,13.416470380391731,0,1,143.5128377750516,627,15.656241229490876,"[0.0, 16.508080618722097]",4,44,48,0,47,1,47,1,236.29320217064924,17159.963099623594,10919,791419,12.8234609000001,1016.1163456000004,5.0,6.305309761138189,6.305309761138189,5.992752615409818,4.922775045221859,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.0,3.8020760530169784,6.428571428571429,11.428571428571429,14.285714285714285,2.4220166887555803,3.0485234941755026,3.567465373447963,4.476495470319476,6.305309761138189,4.006617225218865,8.656293324061803,12.857142857142856,16.508080618722097,2.4220166887555803,3.0485234941755026,3.567465373447963,4.476495470319476,6.305309761138189,4.006617225218865,8.656293324061803,12.857142857142856,16.508080618722097,1.4582656250493642,1.854348027232103,2.3503528076424898,3.1139101999657024,4.922775045221859,6.349477125130139,5.26608630574793,7.44232778536116,45.005822365793534,13.477050307148602,21.833156681060792,26.832940036430955,37.43412681668997,53.85753939165139,37.662321665256236,79.42579454183578,121.78758326917892,147.74904807657003,1.722467501623104,2.853765647061071,3.3534141512146327,4.183196665855862,5.992752615409818,3.906582621458287,8.316231299268757,12.360556490009271,15.656241229490876,2.4220166887555803,3.0485234941755026,3.567465373447963,4.476495470319476,6.305309761138189,4.006617225218865,8.656293324061803,12.857142857142856,16.508080618722097,68.0,89.3,108.75,145.5,227.47916666666666,293.90736845584337,240.0,348.30000000000024,2081.0
63,16.508080618722097,14.285714285714285,16.508080618722097,16.508080618722097,13.416470380391731,0,1,143.5128377750516,627,15.656241229490876,"[0.0, 16.508080618722097]",4,44,48,0,48,0,48,0,172.31164899617585,17332.27474861977,7938,799357,7.488541099999566,1024.2026157999999,4.583333333333333,5.888966662543162,5.888966662543162,5.661041200908007,3.5898260207536636,0.0,0.0,2.857142857142857,2.857142857142857,4.583333333333333,4.154318437241486,5.714285714285714,12.285714285714297,14.285714285714285,2.6307623726981024,2.765547071184431,3.221679415021624,3.8893781389508932,5.888966662543162,4.2392197024242,5.9556988307407925,14.278708321707596,16.508080618722097,2.6307623726981024,2.765547071184431,3.221679415021624,3.8893781389508932,5.888966662543162,4.2392197024242,5.9556988307407925,14.278708321707596,16.508080618722097,1.655318531982516,1.841839896391337,1.9534955325080647,2.776568018850999,3.5898260207536636,2.463757177957543,3.9563937959995763,7.182129712988313,13.416470380391731,18.579045079648495,19.8204111404717,23.52188340947032,30.253008168190718,49.778128372660525,40.27796032442228,53.37247736752033,132.78881346061826,147.74904807657003,2.485506401840889,2.6430636564613286,3.063477822373441,3.754824969524664,5.661041200908007,4.093217475440297,5.7044992246455815,13.793833086292333,15.656241229490876,2.6307623726981024,2.765547071184431,3.221679415021624,3.8893781389508932,5.888966662543162,4.2392197024242,5.9556988307407925,14.278708321707596,16.508080618722097,77.0,83.1,90.0,124.5,165.375,114.96713751474086,181.5,331.20000000000005,627.0
64,16.508080618722097,14.285714285714285,16.508080618722097,16.508080618722097,13.416470380391731,0,1,143.5128377750516,627,15.656241229490876,"[0.0, 16.508080618722097]",4,44,48,0,48,0,48,0,226.68719166041382,17558.961940280184,10436,809793,13.967711999999665,1038.7423215999997,6.071428571428572,7.476008392515635,7.476008392515635,7.176157609896041,4.722649826258621,0.0,2.857142857142857,2.857142857142857,2.857142857142857,6.071428571428572,4.831339020881672,9.285714285714285,14.285714285714285,14.285714285714285,2.4028396606445312,3.326763153076172,3.946975980486189,5.406431470598493,7.476008392515635,4.684596251670339,11.465683664594376,15.193761553083148,16.508080618722097,2.4028396606445312,3.326763153076172,3.946975980486189,5.406431470598493,7.476008392515635,4.684596251670339,11.465683664594376,15.193761553083148,16.508080618722097,1.5459996176486197,2.165867201584898,2.4455631398117808,3.277974061616148,4.722649826258621,2.9386207414000176,6.925317992639628,9.416980889121204,13.416470380391731,16.98927728831768,24.563429570943118,30.88313801586628,48.07625747099519,64.7768111731469,43.30163721202815,101.56010955572128,132.46920716911555,147.74904807657003,2.278875657294607,3.1843756692944885,3.7713306847442607,5.173134026671995,7.176157609896041,4.52415012766579,11.086302677464523,14.559092045741536,15.656241229490876,2.4028396606445312,3.326763153076172,3.946975980486189,5.406431470598493,7.476008392515635,4.684596251670339,11.465683664594376,15.193761553083148,16.508080618722097,71.0,97.7,111.75,152.0,217.41666666666666,136.55460344573603,321.75,432.20000000000005,627.0
65,16.508080618722097,14.285714285714285,16.508080618722097,16.508080618722097,13.416470380391731,0,1,143.5128377750516,627,15.656241229490876,"[0.0, 16.508080618722097]",4,44,48,0,48,0,48,0,201.98742081725496,17760.94936109744,9325,819118,12.235333100000389,1051.2189450000005,4.940476190476191,6.300915082295735,6.300915082295735,6.0337359542305835,4.208071267026145,0.0,2.857142857142857,2.857142857142857,2.857142857142857,4.940476190476191,3.987206724050994,5.714285714285714,12.285714285714297,14.285714285714285,2.7286911010742188,3.2106312343052457,3.447427749633789,4.515623365129743,6.300915082295735,4.2032348579866685,7.213060515267508,14.493857247488847,16.508080618722097,2.7286911010742188,3.2106312343052457,3.447427749633789,4.515623365129743,6.300915082295735,4.2032348579866685,7.213060515267508,14.493857247488847,16.508080618722097,1.812069580457649,2.1497760368750294,2.6237724254302672,3.1080117986635356,4.208071267026145,2.6053304104639508,4.785476697129189,7.291302960302699,13.416470380391731,19.198170244693756,23.49797904342413,27.017858766019344,37.144944205880165,53.89158220721098,39.63816282845439,68.2984341494739,132.40496185123922,150.51987994462252,2.6136390642197647,3.047231353346109,3.2805866408078614,4.34329937625062,6.0337359542305835,4.053486279660032,6.936217302220197,13.992081260291467,15.656241229490876,2.7286911010742188,3.2106312343052457,3.447427749633789,4.515623365129743,6.300915082295735,4.2032348579866685,7.213060515267508,14.493857247488847,16.508080618722097,81.0,99.5,119.75,147.0,194.27083333333334,121.45879609688858,222.5,338.40000000000015,627.0
66,16.508080618722097,14.285714285714285,16.508080618722097,16.508080618722097,13.416470380391731,0,1,143.5128377750516,627,15.656241229490876,"[0.0, 16.508080618722097]",4,44,48,0,47,1,47,1,269.09655061406,18030.0459117115,12469,831587,18.136417800000345,1070.0184823999998,5.773809523809523,6.972608395985194,6.972608395985194,6.616660577712628,5.6061781377929165,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,5.773809523809523,4.144071387464156,8.571428571428571,14.285714285714285,14.285714285714285,2.885540553501674,3.1137139456612726,3.5835879189627513,5.140438079833984,6.972608395985194,4.288324740892528,9.476056780133929,14.988336290631976,16.508080618722097,2.885540553501674,3.1137139456612726,3.5835879189627513,5.140438079833984,6.972608395985194,4.288324740892528,9.476056780133929,14.988336290631976,16.508080618722097,1.8020398628051588,2.2780539250357514,2.7881218302390214,3.846287460048341,5.6061781377929165,6.393409130428409,6.321448367394326,9.622699896680386,45.00989700030637,20.526203334331512,22.474307703226806,27.72092584799975,43.85884389281273,61.17593290581832,41.431243651109114,88.89556594006717,135.312549173832,150.51987994462252,2.7490600312181934,2.931950988840542,3.3885984067502166,4.9078982723545534,6.616660577712628,4.118265223889655,9.054520959119937,14.519907931868262,15.656241229490876,2.885540553501674,3.1137139456612726,3.5835879189627513,5.140438079833984,6.972608395985194,4.288324740892528,9.476056780133929,14.988336290631976,16.508080618722097,80.0,102.1,128.25,178.5,259.7708333333333,296.5406970090933,302.5,445.1000000000002,2084.0
67,16.508080618722097,14.285714285714285,16.508080618722097,16.508080618722097,13.416470380391731,0,1,143.5128377750516,627,15.656241229490876,"[0.0, 16.508080618722097]",4,44,48,0,47,1,47,1,255.29766375197516,18285.343575463474,11737,843324,13.810045700000046,1084.4120125999998,4.464285714285714,5.8613999116988404,5.8613999116988404,5.523704589275593,5.318701328166149,0.0,2.0000000000000004,2.857142857142857,2.857142857142857,4.464285714285714,3.7754240199760667,5.714285714285714,9.428571428571441,14.285714285714285,2.2182955060686385,2.8811727251325334,3.1858934674944197,4.263172149658203,5.8613999116988404,3.9300175742594403,7.142857142857142,11.62749235970634,16.508080618722097,2.2182955060686385,2.8811727251325334,3.1858934674944197,4.263172149658203,5.8613999116988404,3.9300175742594403,7.142857142857142,11.62749235970634,16.508080618722097,1.8083949848654457,2.0863398355171006,2.380034899373044,3.559703031810763,5.318701328166149,6.4189388853376705,5.211604079270415,9.762575172583716,45.001621261415174,10.622578572001657,20.40955421105027,23.201749939471483,34.57364245131612,50.11862554741432,37.69925365776147,69.30598624423146,108.83514909967785,150.51987994462252,1.9006290363626541,2.737832904680884,2.998763395567648,4.060269012408957,5.523704589275593,3.764477412479476,6.7463285742679595,11.215964970526532,15.656241229490876,2.2182955060686385,2.8811727251325334,3.1858934674944197,4.263172149658203,5.8613999116988404,3.9300175742594403,7.142857142857142,11.62749235970634,16.508080618722097,83.0,96.0,112.0,163.0,244.52083333333334,293.5682054185005,246.25,456.90000000000003,2050.0
